,AD_beta,AD_logp,PD_beta,PD_logp,FTD_beta,FTD_logp,ALS_beta,ALS_logp
BCAN,0.037586454,0.9771129,-0.04929888,0.4056654,-0.029338717,0.5424333,0.07118059,0.54337287
PRKACA,0.014456952,2.4354138,-0.016320493,2.2704372,2.2817869e-05,0.6009027,0.005140654,0.47962385
RPS6KA3,0.010333949,2.0797725,-0.015472498,1.9302688,-0.006683482,0.6072331,0.0015013248,0.489143
SELE,0.021360612,-0.24083993,-0.006763116,-0.14975286,-0.07181296,0.5926301,0.048946008,0.36527163
STK16,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
BIRC5,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
MPL,-0.013030406,0.2469829,-0.00752609,0.124083996,-0.05872461,0.62653,0.011674301,0.49634352
THBS1,0.0235852,1.0280542,-0.022812918,0.8017661,-0.03860558,0.59585917,0.044303734,0.4652234
NTRK1,0.002110168,-0.03389719,-0.021125017,-0.21754128,-0.05005232,0.5660361,0.03035214,0.4734708
DUSP3,0.01182979,2.1307936,0.00041512633,2.0362937,-0.006902147,0.5774261,0.0052913283,0.44348934
XPNPEP1,0.023854308,1.604138,-0.021916863,1.3014514,-0.014433022,0.5689702,0.034304924,0.48909715
AGT,0.12125366,-1.9307193,-0.09181758,-3.1859899,-0.063581295,0.40573576,0.16146669,0.6091846
FGF1,-0.004426224,0.44011006,-0.020083264,0.1937604,-0.043828446,0.5924626,0.020763963,0.5004834
CAT,0.017236633,2.6605115,-0.023425654,2.4192483,0.0060154153,0.60113364,0.0061014723,0.50374824
CNTF,0.032395326,0.5028856,-0.05946288,0.032277077,-0.033738945,0.5054923,0.0695792,0.50985974
FGF17,-0.0014440252,-0.062777966,-0.012805337,-0.28616685,-0.057049874,0.5769036,0.04272862,0.47344077
CXCL6,0.0143682305,1.1269023,-0.030500568,1.040544,-0.02662161,0.56132436,0.02584311,0.44735438
IFNA2,0.034418482,1.7012901,-0.028879832,1.2915819,-0.008879808,0.5655578,0.03926311,0.50984085
IL17A,0.019339029,0.8587453,-0.02278937,0.77162063,-0.029739596,0.5656888,0.03117429,0.44020286
ITGA1|ITGB1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
HAMP,0.02150684,1.5906446,-0.020652166,1.1472561,-0.04193713,0.6038657,0.036833636,0.5214615
LTA|LTB,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CPB2,0.038428582,1.3645301,-0.044172924,0.7685006,-0.0558048,0.58377975,0.0856979,0.5408275
CCL17,0.011489472,2.9096715,-0.010564327,2.7624297,0.009179937,0.6100873,-0.0052596685,0.48405936
TGFB3,0.025383031,0.68105906,-0.02730783,0.39449245,-0.035744015,0.56171733,0.041869476,0.47672057
CGA|TSHB,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
VIP,0.014961336,0.7560332,-0.012557769,0.6738921,-0.03739728,0.5442374,0.03366997,0.41763592
CD40LG,0.016797762,1.6593056,-0.024978466,1.557648,-0.014894138,0.56961983,0.0108210845,0.45217818
DKK1,0.032411274,1.9179207,-0.037835803,1.5310664,-0.0063074194,0.5745447,0.029291257,0.5195601
DDC,0.0077712964,2.3250606,-0.020997042,2.2002332,-0.0026579332,0.5912977,0.004222273,0.47416723
ADIPOQ,0.07807761,-4.581625,-0.21839862,-5.380339,-0.14324793,0.2716199,0.16484138,0.50553197
SERPINA1,0.022800336,1.617171,-0.02753549,1.2275074,-0.028676558,0.58518785,0.04775761,0.51236296
ARSA,0.029773708,0.43531364,-0.0989251,-0.12486541,-0.03619104,0.49653113,0.08153604,0.548435
BSG,0.08473427,-1.6193198,-0.06362224,-2.4054291,-0.06926107,0.4150671,0.13196728,0.50005275
BMP10,0.028385438,2.109867,-0.0126663,1.8092968,-0.0028957333,0.5826145,0.022784712,0.49024725
CAMK1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CASP3,0.013501333,1.9223063,-0.023292806,1.7973623,-0.011333884,0.6087756,0.003517289,0.4793346
CHL1,0.12208091,-1.8728563,-0.11595464,-3.1882603,-0.060917642,0.40498877,0.1630893,0.6401396
CLEC7A,0.016518945,1.7524581,-0.0131515805,1.6445158,-0.0136628775,0.5732533,0.013968246,0.44779992
MASP1,0.052465416,0.24093342,-0.02032356,-0.41301346,-0.064193845,0.5369497,0.11693897,0.5058782
ECE1,0.052440673,1.3258716,-0.052144997,0.413543,-0.11302835,0.6379961,0.14414221,0.59517765
GNS,0.01694844,0.6974971,-0.020744849,0.49284717,-0.035054453,0.5277282,0.051416982,0.44395086
HGFAC,0.01848976,0.50235754,-0.04362914,0.11753252,-0.031672265,0.5719277,0.040165596,0.5399921
IL22RA1,0.02233386,1.047325,-0.028481204,0.82097954,-0.025678106,0.5618577,0.03570707,0.47183725
LGMN,0.028462512,1.2439165,-0.028528024,0.9253335,-0.02036149,0.5455596,0.044926267,0.48201036
LY86,0.026381757,1.7418284,-0.028409306,1.4566998,-0.011006807,0.5661833,0.028279584,0.48694208
MMEL1,0.08439868,0.42379323,-0.06560365,-0.7245824,-0.09145141,0.5726189,0.14978656,0.63003623
MAP2K2,0.009865882,2.1906946,-0.013405498,2.053021,-0.0041321497,0.61185396,-0.0031174787,0.49066046
CDC42BPB,0.020131111,2.5264785,-0.031248495,2.1228971,-0.01243757,0.6166602,0.029806025,0.5251013
CADM3,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
LRPAP1,0.061462358,1.8923769,-0.16046241,-0.9130967,-0.28203398,0.92938423,0.29649064,1.1203741
CD84,0.029109769,1.1250132,-0.036892492,0.88089883,-0.024543203,0.5445684,0.03370911,0.46643886
TLR4|LY96,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
KDR,-0.0059965914,0.011263937,-0.014187962,-0.14670002,-0.05415615,0.58283484,0.02645513,0.4741639
MFRP,0.030301884,0.5132851,0.025077613,0.3051021,-0.038930003,0.5146404,0.05287996,0.40377915
A2M,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PLG,0.02630954,-0.26027176,-0.03059595,-0.6628184,-0.06395282,0.52317405,0.0840044,0.4703609
CKB|CKM,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CDKN1B,0.013762187,2.759652,-0.016328212,2.5753553,0.0069889966,0.6041703,0.0004888321,0.49096802
PYY,0.01582898,0.02497372,-0.03326625,-0.10801709,-0.060279313,0.52806,0.05043698,0.42353785
SCT,0.014621049,0.3758191,-0.010781663,0.33082232,-0.045280878,0.5455247,0.03392364,0.40768227
TNFRSF4,0.02871649,1.4099588,-0.02277479,1.1451337,-0.017095514,0.5577534,0.033642113,0.47402477
BMP6,0.025593493,2.2900121,-0.02125899,1.995122,0.00037033157,0.58750844,0.017410658,0.5010593
PTGS2,-0.011950004,1.3607101,2.1224841e-05,1.4431454,-0.049713694,0.69684565,-0.033748176,0.46739846
TEK,0.008221417,-0.14090481,-0.02521621,-0.34103966,-0.052698348,0.5530711,0.039216705,0.47022727
ADAM9,0.18237667,-3.780503,-0.18595183,-5.816286,-0.08604878,0.32148534,0.2430529,0.77131903
ANGPTL4,0.013365151,-6.1091514,-0.013708759,-6.013664,-0.19745237,0.24904077,0.1640027,0.17957447
CDH2,0.03331072,0.18884498,0.020297693,0.019289434,-0.049327124,0.50853705,0.055051826,0.38547543
CA9,0.061497703,-2.5374095,-0.11886374,-3.0310297,-0.10378444,0.3807993,0.118510775,0.45086953
CA3,0.0004500514,1.6298512,-0.015023675,1.6912503,-0.021734625,0.5576262,-0.0013687254,0.4063163
CKB,0.0119268,1.1219262,-0.041586157,0.8662853,-0.035197996,0.5769098,0.012104994,0.4776984
ESM1,0.111308366,-6.5133715,-0.24958181,-7.5170336,-0.1810136,0.18696892,0.20398268,0.5024893
EPHA5,0.027785998,1.1995921,-0.009244893,0.9525876,-0.023743559,0.5579156,0.032953564,0.46191788
FGF23,-0.015552994,-0.053055197,0.0021716575,-0.1496126,-0.051095247,0.6056288,0.007382037,0.47518834
FGFR2,-0.023716025,-1.0287502,-0.011959089,-1.0915048,-0.072699815,0.58154255,0.019891197,0.46553555
FGR,0.017916309,2.2875855,-0.015813928,2.0473163,-0.0013561244,0.5938438,0.01110091,0.49437985
FYN,0.019091941,1.1730095,-0.011415398,1.02611,-0.027029883,0.55433774,0.03415356,0.4373215
IL12RB2,0.033667736,1.5582714,-0.030716304,1.1932793,-0.01218482,0.5662041,0.03841686,0.50350285
PRKCQ,0.013486637,2.164046,-0.015432656,2.018055,-0.00508116,0.5977669,0.0066495864,0.47585806
MAPKAPK2,-0.007333222,1.9779066,0.0034377389,2.1827273,-0.015902773,0.64992416,-0.025711773,0.41952854
MAPKAPK5,-0.012905184,1.7159803,0.0075443443,2.0482898,-0.02319727,0.6738516,-0.038253866,0.402504
MAPKAPK3,0.0009194787,2.1748137,-0.0007980666,2.3192732,-0.009443854,0.65768564,-0.02685186,0.4396197
MATK,0.024466857,-0.53825927,-0.03132404,-0.88757807,-0.05811399,0.52470624,0.06449481,0.4665939
MAPK8,0.0027839097,2.083314,-0.005809711,2.1641333,-0.0111996345,0.650969,-0.02049099,0.45271525
PAK6,0.015737593,2.3134978,-0.022873225,2.0359955,-0.011282888,0.62059844,0.019551503,0.50950116
PTEN,0.013053146,2.4138806,-0.017397469,2.215822,-0.002101968,0.60501146,0.0064432733,0.49134788
PTK6,0.001384879,0.92736125,-0.014512507,0.75317585,-0.031095799,0.5854479,0.017772859,0.4760744
TLR2,0.023648929,0.77035046,-0.024386171,0.60885465,-0.05886047,0.63327086,0.0365849,0.4667188
UFM1,0.011360243,2.7258828,-0.036455512,2.497446,0.0057600895,0.60327893,0.0051894756,0.51321423
ZAP70,0.007879853,1.4438335,-0.012914469,1.3407507,-0.019956414,0.5924205,0.009147372,0.4687189
AIP,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PPIA,0.04442221,2.3156426,-0.036083426,1.6606531,-0.058746118,0.65382636,0.0681629,0.5623807
DYNLRB1,0.013131236,2.572865,-0.017959086,2.405223,0.002995111,0.5985991,0.0014603608,0.48417312
ETHE1,0.01559433,2.596976,-0.031536,2.3177605,0.004705926,0.6005912,0.01130425,0.51648855
GAPDH,0.02510146,2.2934077,-0.026444491,1.9104028,-0.020203099,0.60911673,0.03307919,0.5205137
DNAJB1,-0.19279467,-3.2016988,0.1331083,-0.7212468,-0.18933792,0.7527746,-0.096457295,-0.14900461
MDH1,0.025983812,1.9863893,0.0046747066,1.7151747,-0.0049118632,0.57306826,0.023559574,0.4733373
NACA,0.013731329,2.8659008,-0.013117028,2.6796362,0.00925766,0.60943425,-0.0013469353,0.49300045
PRDX1,0.03846303,2.381414,-0.0362323,1.8005624,-0.05762559,0.6568972,0.059791405,0.5494415
ACP1,0.002039165,2.6327963,-0.07286215,2.4152377,0.00072539016,0.59266055,0.007902853,0.5273486
PSMA1,0.012997379,2.7163246,-0.013209658,2.5410514,0.0054969043,0.6032715,0.0024348923,0.4865866
PSMA6,0.012419186,2.7948253,-0.014834896,2.6208162,0.007038365,0.6059905,0.0001986085,0.4893985
RPS7,0.012336043,2.7387795,-0.021286808,2.5422583,0.0064748144,0.60411805,0.0021469288,0.49703723
SBDS,0.012459651,2.857413,-0.014589908,2.684998,0.0086593535,0.60870254,-0.0022615239,0.4908075
SEZ6L2,0.024547625,2.5801508,-0.0152792875,2.2936797,0.0059365653,0.6006058,0.0102469595,0.50359684
SGTA,0.048735105,2.1774166,-0.04731021,1.4126968,-0.06941644,0.6484418,0.08473023,0.5814109
TPO,0.013814773,1.9378527,-0.014161918,1.8278854,-0.009852097,0.5811495,0.012476227,0.45497474
UBE2L3,0.0045528244,2.1751585,-0.007793591,2.1712196,-0.006388071,0.6396762,-0.016101563,0.4738658
ARID3A,-0.0034110427,2.8398173,-0.026070349,2.8312416,0.0029176124,0.6042836,-0.015086249,0.46230856
CDC37,-0.019203253,1.8509578,-0.0019277441,2.0234056,-0.022369523,0.61423784,-0.015108033,0.40917808
DYNLL1,0.017597908,2.1363637,-0.03000464,1.8841774,-0.004472307,0.5797776,0.017907059,0.496181
KPNB1,-0.016323222,1.5252014,0.012898539,1.7066917,-0.02952689,0.6060935,-0.008029999,0.39075974
ING1,0.0148383565,2.7630992,-0.015804201,2.5714054,0.005794209,0.6077314,0.00079872203,0.49103114
LMNB1,0.014163977,2.5761368,-0.014278751,2.393529,0.0030105468,0.59911746,0.004805253,0.4849019
LDHB,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
MBD4,0.009563213,2.758498,-0.028188553,2.5836883,0.00576892,0.60282075,-9.7850105e-05,0.4961513
MED1,0.012431058,2.4923267,-0.016501559,2.3168585,0.0018283164,0.5948991,0.004894305,0.4836438
MSLN,-0.08253544,-2.001953,0.016948104,-1.7360697,-0.107882544,0.5768667,0.0009647694,0.3919501
NAGK,0.021053202,2.3435597,-0.018747265,2.0830784,0.0012896289,0.5935209,0.0131885605,0.4995315
PGAM1,0.01206459,2.3974853,-0.015176909,2.2202644,-0.0016448684,0.6009259,0.0046465495,0.48439378
PDXP,0.013834976,2.9443257,-0.012251118,2.7641647,0.010630129,0.6117333,-0.0032595212,0.492732
PSMD7,0.01233736,2.928429,-0.015618587,2.7495244,0.009973796,0.6112933,-0.0029115255,0.4946565
SKP1,0.013482826,2.6413605,-0.013959307,2.4709153,0.0038453168,0.6018585,0.0016549763,0.4835423
SNX4,0.023648169,2.026421,-0.02706118,1.4710664,-0.058934856,0.6567514,0.04152893,0.56474626
UBE2N,0.012845397,2.4417956,-0.013657555,2.3387191,-0.000692029,0.62253463,-0.004496987,0.47898185
FGF4,0.0011858961,-0.5048522,-0.025142513,-0.76084894,-0.06528936,0.55303824,0.060140997,0.46601805
AGER,0.030269023,-3.8371346,-0.074890755,-4.1419234,-0.1401224,0.31663975,0.1492332,0.34787473
BPI,0.0059661064,2.144406,-0.0076722833,2.113637,-0.009277062,0.5781311,-0.00013120729,0.43635818
C6,-0.024656205,0.8887453,0.013457088,1.4785444,-0.04321358,0.70773864,-0.05727272,0.36155978
CCL24,0.020654084,1.4822104,-0.03874335,1.2241719,-0.018860098,0.55247813,0.035948325,0.48187584
CFB,0.06378954,0.9865638,-0.055327762,-0.18837863,-0.09405419,0.60107225,0.19084135,0.6623188
FGF6,0.013424125,-0.2524967,-0.020895276,-0.5815299,-0.05961061,0.55317336,0.06621886,0.47315994
FST,0.016560756,2.5226705,-0.0122388825,2.3232408,0.002752481,0.5989636,0.0056716986,0.48478812
IGHE,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
IL17D,0.021434732,1.0010136,-0.017023431,0.8292896,-0.029557895,0.5461104,0.03323157,0.4383935
IL25,0.021998418,1.6789639,-0.023287404,1.4500937,-0.014798044,0.5677088,0.026256427,0.47281265
IL20,0.017307686,-0.6757299,-0.050947413,-0.78685933,-0.062341582,0.5357433,0.071428604,0.4376066
CXCL10,0.014603235,1.3762915,-0.032522146,1.2300043,-0.021588586,0.5622919,0.026199676,0.4627848
CCL13,0.03677886,1.909089,-0.057918336,1.4166863,-0.0029251762,0.5668013,0.038314477,0.5525584
NTF3,-0.0008051202,0.09811145,-0.030091275,-0.09081465,-0.04648352,0.57792324,0.027310794,0.48602617
NTF4,0.0027069363,-0.14704141,-0.027731411,-0.3299567,-0.052781243,0.5475201,0.045892015,0.44762558
PAPPA,0.026810195,0.72568655,-0.056303922,0.24973068,-0.032571908,0.5541751,0.057964195,0.5414398
PDGFB,0.009213543,0.8871699,-0.025261227,0.6573938,-0.032463536,0.5841445,0.023368292,0.4891041
KLKB1,0.03134985,0.7794127,-0.04052588,0.10679096,-0.06101029,0.57124996,0.10006099,0.55087775
SELP,0.020362413,0.27196652,-0.0023004855,0.35339743,-0.0454038,0.5761373,0.03424327,0.37530598
TGFB2,0.021650467,0.9164227,-0.019844396,0.63628525,-0.05401591,0.600045,0.054935522,0.46728998
F2,0.027864017,0.32194838,-0.04030303,-0.17646396,-0.05540099,0.5375591,0.08711557,0.5010092
PLAU,0.031475976,0.30322516,-0.034040157,-0.0823009,-0.055340905,0.56365085,0.071404874,0.48190677
CFH,0.094782434,0.3979875,-0.07014346,-1.3464024,-0.15245238,0.6265852,0.27900195,0.75960565
MMP2,0.027734475,0.9767735,-0.037741862,0.4050329,-0.0489973,0.5943456,0.06777868,0.55110484
TF,0.025851967,0.87629616,-0.028404187,0.44358355,-0.04670285,0.5635979,0.065035015,0.49543735
H2AZ1,0.014995957,2.7268388,-0.008976197,2.5419633,0.0065805404,0.60342264,0.0019905667,0.4859231
YWHAG,0.005120551,2.091144,-0.010763258,2.0165715,-0.0114802765,0.5996056,0.0015489936,0.45539507
PGD,0.015321175,2.0608537,-0.016707579,1.8698192,-0.0075409943,0.58912814,0.013612368,0.4764808
AKR7A2,0.01624401,2.8015864,-0.013510294,2.5979273,0.008472787,0.60599005,0.00090875314,0.4938454
AKR1A1,0.03799868,2.0797074,-0.027522136,1.6439228,-0.0016347133,0.586655,0.02866001,0.52181673
ANP32B,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CFL1,0.015510583,2.920362,-0.015769286,2.6748564,0.004391947,0.6180573,0.0055445265,0.50233847
VTA1,0.009545002,2.2808852,-0.013528809,2.1471186,-0.0025786129,0.6062925,0.0008530535,0.48366636
EPS15L1,0.0077360123,2.1882997,-0.01493994,2.0231874,-0.0046981424,0.6143894,-0.0005509637,0.4982369
HSD17B10,0.01929262,2.8521662,-0.032653663,2.4822187,-0.006703698,0.6253664,0.02176746,0.53872967
FER,0.013374772,2.5038836,-0.015813466,2.314232,0.0005455462,0.6007793,0.0074331127,0.4867731
SYNCRIP,0.01392013,2.8009484,-0.01824248,2.590322,0.002214908,0.61147463,0.0041291933,0.49821597
EIF4G2,0.011483605,2.8615832,-0.019195836,2.6835678,0.008413089,0.6083549,-0.0012644671,0.4948696
IGF1R,0.0026147,0.47727457,-0.027529065,0.25713056,-0.040505044,0.58151853,0.02351159,0.49230182
IL1RL1,0.040567745,1.6708047,-0.04842001,1.0902216,-0.051628258,0.6104784,0.06753374,0.5405459
LCMT1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PKM,0.013457874,2.3130672,-0.01278499,2.1694267,-0.0025338982,0.5950348,0.0064731413,0.47203273
L1CAM,0.038219053,-1.9308842,0.0022717635,-1.9778423,-0.08871135,0.53469723,0.071869195,0.34704354
NME2,0.014506111,1.9213047,-0.014915166,1.8097355,-0.010827651,0.58284277,0.016407628,0.4544351
NSFL1C,0.015753359,2.3259895,-0.019926716,2.1082184,-0.0011521867,0.5859803,0.012556515,0.4878167
NUDCD3,0.013987815,2.5955305,-0.019949038,2.4024236,0.003848138,0.59886014,0.003962755,0.49104625
PA2G4,0.005185486,2.0743563,-0.02067449,1.881907,-0.0068500564,0.596768,0.009661752,0.4927934
PON1,0.13535511,2.2358387,-0.20380378,-0.90089566,-0.2851787,0.883126,0.403016,1.1228096
PES1,0.011075012,2.7581437,-0.013473179,2.5903382,0.0066863317,0.6075488,-0.0015870335,0.48975265
